,alpha_asset,beta_asset,h_ratio,spread,h_ratio std,h_ratio_mean,spread std,spread mean
0,0.0,0.9997983467358841,1.7993312977638343,0.9999138703016616,0.002,1.8,0.002,1
1,0.023561702666134002,1.0434497848992976,1.7983178371219086,1.0013384279632547,0.002,1.8,0.002,1
2,0.04712195193546202,1.0909593372494855,1.794948170173651,1.0044637855038907,0.002,1.8,0.002,1
3,0.07067929450083045,1.130202957957536,1.7930449812947777,1.0055805272102638,0.002,1.8,0.002,1
4,0.09423227723438488,1.1746578658900275,1.792605972181313,1.005497689855528,0.002,1.8,0.002,1
5,0.11777944727720582,1.210993501166006,1.7938658028884638,1.0045375372908187,0.002,1.8,0.002,1
6,0.141319352128928,1.2572504566146754,1.79403550496818,1.0054327372712304,0.002,1.8,0.002,1
7,0.16485053973733726,1.303369891206384,1.790868769518933,1.0084945299739916,0.002,1.8,0.002,1
8,0.18837155858794014,1.347083946839587,1.7901629425850494,1.0097057904765445,0.002,1.8,0.002,1
9,0.21188095779350008,1.3912786680347073,1.7894560382147262,1.010668891478959,0.002,1.8,0.002,1
10,0.23537728718353484,1.4370425791034487,1.7899308794565285,1.0139456918266432,0.002,1.8,0.002,1
11,0.2588590973937701,1.4745058452292512,1.7865571546447312,1.0123572768207034,0.002,1.8,0.002,1
12,0.2823249399555429,1.5212338196626203,1.7876832482563882,1.015020216423131,0.002,1.8,0.002,1
13,0.3057733673851501,1.5598708253604574,1.7890424109459013,1.0145958996730873,0.002,1.8,0.002,1
14,0.3292029332731359,1.6021974561055754,1.790379130664593,1.0117423620201331,0.002,1.8,0.002,1
15,0.35261219237351293,1.6423288559059515,1.7884327459720992,1.0124484312706488,0.002,1.8,0.002,1
16,0.3759997006929128,1.6831451580836783,1.7896026800301934,1.0110933188763231,0.002,1.8,0.002,1
17,0.39936401557965706,1.7215487186876846,1.791580568861789,1.0083067602462787,0.002,1.8,0.002,1
18,0.422703695812748,1.7658707539766123,1.7874717780916232,1.011021036251391,0.002,1.8,0.002,1
19,0.4460173016907689,1.8134210166971743,1.789071082548713,1.0143798717444625,0.002,1.8,0.002,1
20,0.46930339512069263,1.8548728318064986,1.7881072893684207,1.014297673691753,0.002,1.8,0.002,1
21,0.49256053970658875,1.8922339833116053,1.7877664978274355,1.0149540617822712,0.002,1.8,0.002,1
22,0.5157873008382285,1.9406350104683376,1.7879184160313628,1.0182742186224274,0.002,1.8,0.002,1
23,0.5389822457795777,1.9820657170657823,1.790249612070368,1.0182738197438752,0.002,1.8,0.002,1
24,0.5621439437571738,2.023287685585971,1.788956030900399,1.0157185865326432,0.002,1.8,0.002,1
25,0.5852709660483848,2.0630283759398154,1.788772342872438,1.0174730517235278,0.002,1.8,0.002,1
26,0.6083618860695374,2.1065618212060353,1.78720435929209,1.0193766789000251,0.002,1.8,0.002,1
27,0.631415279463917,2.1438368274838275,1.7885522488946133,1.0190001349668965,0.002,1.8,0.002,1
28,0.6544297241896277,2.1897793549821007,1.7879076965605016,1.0194563389232643,0.002,1.8,0.002,1
29,0.6774038006073111,2.2309279593095983,1.7886024499346558,1.0186406773676449,0.002,1.8,0.002,1
30,0.7003360915677161,2.276042402003016,1.7902577418318846,1.0211847169685098,0.002,1.8,0.002,1
31,0.7232251824991159,2.3188361620171927,1.7911147574737203,1.0229262371015386,0.002,1.8,0.002,1
32,0.7460696614945643,2.358715254793147,1.791368985029542,1.0227746254845997,0.002,1.8,0.002,1
33,0.7688681193989899,2.401048710914098,1.7916470926299826,1.0244407654020629,0.002,1.8,0.002,1
34,0.7916191498961187,2.443822503442955,1.790913019501236,1.023736421031483,0.002,1.8,0.002,1
35,0.8143213495952228,2.4814514493101756,1.7902089067338938,1.0234055716188237,0.002,1.8,0.002,1
36,0.8369733181176878,2.524473280853224,1.791916006331501,1.0235356717334845,0.002,1.8,0.002,1
37,0.8595736581833949,2.5594014427215477,1.7893772738655094,1.0209148577769631,0.002,1.8,0.002,1
38,0.8821209756969118,2.6018871874186424,1.7904511856200713,1.020129802016052,0.002,1.8,0.002,1
39,0.9046138798334871,2.6361752759519033,1.7913802469591735,1.0167717799467761,0.002,1.8,0.002,1
40,0.9270509831248421,2.677348889260848,1.7927873100656841,1.0167808006019374,0.002,1.8,0.002,1
41,0.9494309015447584,2.723127563798025,1.7960593929568003,1.0181776600098655,0.002,1.8,0.002,1
42,0.971752254594448,2.76521985483025,1.7952413111746326,1.0212316230805052,0.002,1.8,0.002,1
43,0.9940136653877129,2.8067748891252884,1.7955749150094802,1.0210104765187387,0.002,1.8,0.002,1
44,1.016213760735874,2.845529797189767,1.7965287257096092,1.0218000730705157,0.002,1.8,0.002,1
45,1.0383511712324789,2.8855877591393697,1.7963898148524444,1.0223976469894371,0.002,1.8,0.002,1
46,1.0604245313377714,2.929213404824061,1.7953049035256226,1.0234508488531024,0.002,1.8,0.002,1
47,1.0824324794629254,2.9665717370314284,1.7937798981540778,1.022024050669626,0.002,1.8,0.002,1
48,1.1043736580540338,3.0088857626297774,1.7989939936911468,1.0209398224249635,0.002,1.8,0.002,1
49,1.1262467136758492,3.049459598754692,1.798950239548033,1.0203661838032263,0.002,1.8,0.002,1
50,1.1480502970952693,3.0891879850012254,1.7964878605767107,1.021116091672559,0.002,1.8,0.002,1
51,1.1697830633645647,3.1290390744785164,1.7980954954707316,1.0257349577002282,0.002,1.8,0.002,1
52,1.191443671904342,3.1734990650346213,1.8011719195897917,1.0273678497884875,0.002,1.8,0.002,1
53,1.213030786586235,3.210967476904139,1.80153487987755,1.0268789736116644,0.002,1.8,0.002,1
54,1.2345430758153264,3.2529368785554937,1.8032783792498766,1.0294788018694656,0.002,1.8,0.002,1
55,1.2559792126122844,3.297189335732131,1.8034122878580305,1.0303965447410055,0.002,1.8,0.002,1
56,1.2773378746952182,3.334976438528841,1.8029821388804563,1.02958508592428,0.002,1.8,0.002,1
57,1.298617744561242,3.3764021181202484,1.804658810669936,1.0305350800838753,0.002,1.8,0.002,1
58,1.3198175095677454,3.4122413290532623,1.8077317972655678,1.0297029098797157,0.002,1.8,0.002,1
59,1.3409358620133633,3.4624926525383364,1.809352878199075,1.0318413582750305,0.002,1.8,0.002,1
60,1.3619714992186405,3.500238058775794,1.811892316414987,1.030962470960775,0.002,1.8,0.002,1
61,1.382923123606387,3.5333629580130084,1.810521156765066,1.0330552498325587,0.002,1.8,0.002,1
62,1.4037894427817201,3.575448431729348,1.8109397286169762,1.0323946104889028,0.002,1.8,0.002,1
63,1.4245691696117837,3.6163876119755405,1.8120153245669204,1.0317159927423925,0.002,1.8,0.002,1
64,1.445261022305146,3.642810107699421,1.8062817135664808,1.0334376550280826,0.002,1.8,0.002,1
65,1.4658637244908648,3.675826151073459,1.8059732128300963,1.0315477344163624,0.002,1.8,0.002,1
66,1.4863760052972228,3.7141170549256617,1.803311302570716,1.0326219515974255,0.002,1.8,0.002,1
67,1.5067965994301176,3.743495524383209,1.7988694318052827,1.0332169115336454,0.002,1.8,0.002,1
68,1.527124247251114,3.7816094007454844,1.8005932917754703,1.0328317568923946,0.002,1.8,0.002,1
69,1.5473576948551426,3.815800574344237,1.798585608809452,1.0329178143355455,0.002,1.8,0.002,1
70,1.5674956941478464,3.8619895471744137,1.8033247030711115,1.0344142991588712,0.002,1.8,0.002,1
71,1.5875370029225717,3.901299927563182,1.8053736635014566,1.0360792953954887,0.002,1.8,0.002,1
72,1.60748038493699,3.944813660769485,1.8093685899584155,1.036810418979696,0.002,1.8,0.002,1
73,1.6273246099893561,3.979949403249766,1.8089044245380508,1.037482724026606,0.002,1.8,0.002,1
74,1.6470684539943954,4.019590260740249,1.808503164779109,1.0374888693975053,0.002,1.8,0.002,1
75,1.6667106990588065,4.053555742708625,1.8124685996339074,1.035482941614583,0.002,1.8,0.002,1
76,1.6862501335563918,4.09235050464747,1.811181654864407,1.038050930639097,0.002,1.8,0.002,1
77,1.7056855522027918,4.128020435522718,1.81043391863857,1.0394946444786444,0.002,1.8,0.002,1
78,1.7250157561298356,4.163872988334524,1.812205766150934,1.0393862107464047,0.002,1.8,0.002,1
79,1.7442395529594918,4.203917417836696,1.8138100614627046,1.03824016070498,0.002,1.8,0.002,1
80,1.7633557568774194,4.244430359222343,1.8177347112007523,1.0404293402229514,0.002,1.8,0.002,1
81,1.7823631887061158,4.281521058737939,1.8178103335077964,1.0437464134095338,0.002,1.8,0.002,1
82,1.8012606759776522,4.31913060535254,1.8177716803653032,1.045115924349753,0.002,1.8,0.002,1
83,1.8200470530059993,4.35116138354588,1.8153937581000834,1.0447415659423636,0.002,1.8,0.002,1
84,1.8387211609589291,4.3785697521136955,1.8148715998024383,1.0434626922214272,0.002,1.8,0.002,1
85,1.857281847929502,4.415114449069719,1.8156218371908754,1.0452918706935284,0.002,1.8,0.002,1
86,1.8757279690071154,4.457126947450226,1.8166280908476127,1.048835335282984,0.002,1.8,0.002,1
87,1.8940583863481333,4.491080374233779,1.8157253795300825,1.0525277810269709,0.002,1.8,0.002,1
88,1.9122719692460688,4.526567622582836,1.8163303194045781,1.0513367275387946,0.002,1.8,0.002,1
89,1.9303675942013367,4.552564947178549,1.8130761617728173,1.0535325451581508,0.002,1.8,0.002,1
90,1.948344144990551,4.58138531163325,1.8113332111218252,1.0530505442033185,0.002,1.8,0.002,1
91,1.9662005127353819,4.604809411348718,1.807462344844472,1.0525494180416968,0.002,1.8,0.002,1
92,1.9839355959709555,4.63682287451611,1.8074535977064632,1.0499988466593095,0.002,1.8,0.002,1
93,2.0015483007137993,4.671784295135799,1.8102532345535984,1.0491984444532116,0.002,1.8,0.002,1
94,2.01903754052932,4.704283572714434,1.80895060857738,1.051188548549674,0.002,1.8,0.002,1
95,2.0364022365988252,4.731251826071534,1.8100811442807414,1.0469311130445225,0.002,1.8,0.002,1
96,2.0536413177860657,4.763802904692813,1.8096594673746875,1.0499431330247484,0.002,1.8,0.002,1
97,2.0707537207033115,4.8075000407903055,1.814680479283813,1.0481942420105754,0.002,1.8,0.002,1
98,2.087738389776943,4.833206966239439,1.8135178164853334,1.0483837929640296,0.002,1.8,0.002,1
99,2.104594277312567,4.857733540125601,1.8106750315100268,1.0479165137012951,0.002,1.8,0.002,1
100,2.1213203435596424,4.889132283121266,1.8101282433985058,1.0480105814501475,0.002,1.8,0.002,1
101,2.1379155567756163,4.926087134978609,1.812639929096253,1.0512950981252365,0.002,1.8,0.002,1
102,2.154378893289566,4.957681445778893,1.8126338617034863,1.0517639316362986,0.002,1.8,0.002,1
103,2.170709337565348,4.997326867210966,1.81532391531878,1.0527003970918056,0.002,1.8,0.002,1
104,2.1869058822642344,5.02084350716132,1.8118971947970857,1.055009150821093,0.002,1.8,0.002,1
105,2.2029675283070564,5.047787563331485,1.8115159844045514,1.056751669518713,0.002,1.8,0.002,1
106,2.218893284935829,5.081427741217677,1.8137123431661046,1.0563578063592851,0.002,1.8,0.002,1
107,2.2346821697748664,5.114316009634518,1.8155271290048898,1.0541305510602572,0.002,1.8,0.002,1
108,2.2503332088913788,5.141562648761637,1.81474927570848,1.0589299488032886,0.002,1.8,0.002,1
109,2.265845436855551,5.168642053471774,1.813603630812461,1.0592338244734265,0.002,1.8,0.002,1
